FinancialYear,GeographicAreaType,GeographicAreaCode,GeographicAreaName,ProviderType,Measure,Value
2018–19,PHN,PHN-103,Western Sydney,General practitioners,"Patient rate per 1,000 population",75
2018–19,PHN,PHN-103,Western Sydney,Other allied health providers,"Patient rate per 1,000 population",2
2018–19,PHN,PHN-103,Western Sydney,Other psychologists,"Patient rate per 1,000 population",26
2018–19,PHN,PHN-103,Western Sydney,Psychiatrists,"Patient rate per 1,000 population",14
2018–19,PHN,PHN-103,Western Sydney,All providers,Patients,89988
2018–19,PHN,PHN-103,Western Sydney,Clinical psychologists,Patients,13610
2018–19,PHN,PHN-103,Western Sydney,General practitioners,Patients,75532
2018–19,PHN,PHN-103,Western Sydney,Other allied health providers,Patients,2335
2018–19,PHN,PHN-103,Western Sydney,Other psychologists,Patients,26158
2018–19,PHN,PHN-103,Western Sydney,Psychiatrists,Patients,14442
2018–19,PHN,PHN-103,Western Sydney,All providers,"Service rate per 1,000 population",379
2018–19,PHN,PHN-103,Western Sydney,Clinical psychologists,"Service rate per 1,000 population",58
2018–19,PHN,PHN-103,Western Sydney,General practitioners,"Service rate per 1,000 population",131
2018–19,PHN,PHN-103,Western Sydney,Other allied health providers,"Service rate per 1,000 population",9
2018–19,PHN,PHN-103,Western Sydney,Other psychologists,"Service rate per 1,000 population",104
2018–19,PHN,PHN-103,Western Sydney,Psychiatrists,"Service rate per 1,000 population",76
2018–19,PHN,PHN-103,Western Sydney,All providers,Services,380274
2018–19,PHN,PHN-103,Western Sydney,Clinical psychologists,Services,58594
2018–19,PHN,PHN-103,Western Sydney,General practitioners,Services,131324
2018–19,PHN,PHN-103,Western Sydney,Other allied health providers,Services,9438
2018–19,PHN,PHN-103,Western Sydney,Other psychologists,Services,104785
2018–19,PHN,PHN-103,Western Sydney,Psychiatrists,Services,76134
2018–19,PHN,PHN-104,Nepean Blue Mountains,All providers,"Patient rate per 1,000 population",123
2018–19,PHN,PHN-104,Nepean Blue Mountains,Clinical psychologists,"Patient rate per 1,000 population",19
2018–19,PHN,PHN-104,Nepean Blue Mountains,General practitioners,"Patient rate per 1,000 population",103
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other allied health providers,"Patient rate per 1,000 population",3
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other psychologists,"Patient rate per 1,000 population",35
2018–19,PHN,PHN-104,Nepean Blue Mountains,Psychiatrists,"Patient rate per 1,000 population",19
2018–19,PHN,PHN-104,Nepean Blue Mountains,All providers,Patients,46242
2018–19,PHN,PHN-104,Nepean Blue Mountains,Clinical psychologists,Patients,7032
2018–19,PHN,PHN-104,Nepean Blue Mountains,General practitioners,Patients,38805
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other allied health providers,Patients,951
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other psychologists,Patients,13260
2018–19,PHN,PHN-104,Nepean Blue Mountains,Psychiatrists,Patients,7287
2018–19,PHN,PHN-104,Nepean Blue Mountains,All providers,"Service rate per 1,000 population",520
2018–19,PHN,PHN-104,Nepean Blue Mountains,Clinical psychologists,"Service rate per 1,000 population",82
2018–19,PHN,PHN-104,Nepean Blue Mountains,General practitioners,"Service rate per 1,000 population",183
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other allied health providers,"Service rate per 1,000 population",10
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other psychologists,"Service rate per 1,000 population",139
2018–19,PHN,PHN-104,Nepean Blue Mountains,Psychiatrists,"Service rate per 1,000 population",105
2018–19,PHN,PHN-104,Nepean Blue Mountains,All providers,Services,196091
2018–19,PHN,PHN-104,Nepean Blue Mountains,Clinical psychologists,Services,31057
2018–19,PHN,PHN-104,Nepean Blue Mountains,General practitioners,Services,69084
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other allied health providers,Services,3955
2018–19,PHN,PHN-104,Nepean Blue Mountains,Other psychologists,Services,52385
2018–19,PHN,PHN-104,Nepean Blue Mountains,Psychiatrists,Services,39609
2018–19,PHN,PHN-105,South Western Sydney,All providers,"Patient rate per 1,000 population",91
2018–19,PHN,PHN-105,South Western Sydney,Clinical psychologists,"Patient rate per 1,000 population",12
2018–19,PHN,PHN-105,South Western Sydney,General practitioners,"Patient rate per 1,000 population",76
2018–19,PHN,PHN-105,South Western Sydney,Other allied health providers,"Patient rate per 1,000 population",3
2018–19,PHN,PHN-105,South Western Sydney,Other psychologists,"Patient rate per 1,000 population",30
2018–19,PHN,PHN-105,South Western Sydney,Psychiatrists,"Patient rate per 1,000 population",13
2018–19,PHN,PHN-105,South Western Sydney,All providers,Patients,92571
2018–19,PHN,PHN-105,South Western Sydney,Clinical psychologists,Patients,11683
2018–19,PHN,PHN-105,South Western Sydney,General practitioners,Patients,77315
2018–19,PHN,PHN-105,South Western Sydney,Other allied health providers,Patients,3239
2018–19,PHN,PHN-105,South Western Sydney,Other psychologists,Patients,30249
2018–19,PHN,PHN-105,South Western Sydney,Psychiatrists,Patients,13285
2018–19,PHN,PHN-105,South Western Sydney,All providers,"Service rate per 1,000 population",377
2018–19,PHN,PHN-105,South Western Sydney,Clinical psychologists,"Service rate per 1,000 population",51
2018–19,PHN,PHN-105,South Western Sydney,General practitioners,"Service rate per 1,000 population",126
2018–19,PHN,PHN-105,South Western Sydney,Other allied health providers,"Service rate per 1,000 population",13
2018–19,PHN,PHN-105,South Western Sydney,Other psychologists,"Service rate per 1,000 population",123
2018–19,PHN,PHN-105,South Western Sydney,Psychiatrists,"Service rate per 1,000 population",64
2018–19,PHN,PHN-105,South Western Sydney,All providers,Services,381675
2018–19,PHN,PHN-105,South Western Sydney,Clinical psychologists,Services,51443
2018–19,PHN,PHN-105,South Western Sydney,General practitioners,Services,128175
2018–19,PHN,PHN-105,South Western Sydney,Other allied health providers,Services,12857
2018–19,PHN,PHN-105,South Western Sydney,Other psychologists,Services,124461
2018–19,PHN,PHN-105,South Western Sydney,Psychiatrists,Services,64740
2018–19,PHN,PHN-106,South Eastern NSW,All providers,"Patient rate per 1,000 population",120
2018–19,PHN,PHN-106,South Eastern NSW,Clinical psychologists,"Patient rate per 1,000 population",22
2018–19,PHN,PHN-106,South Eastern NSW,General practitioners,"Patient rate per 1,000 population",101
2018–19,PHN,PHN-106,South Eastern NSW,Other allied health providers,"Patient rate per 1,000 population",3
2018–19,PHN,PHN-106,South Eastern NSW,Other psychologists,"Patient rate per 1,000 population",34
2018–19,PHN,PHN-106,South Eastern NSW,Psychiatrists,"Patient rate per 1,000 population",18
2018–19,PHN,PHN-106,South Eastern NSW,All providers,Patients,74725
2018–19,PHN,PHN-106,South Eastern NSW,Clinical psychologists,Patients,13520
2018–19,PHN,PHN-106,South Eastern NSW,General practitioners,Patients,62764
2018–19,PHN,PHN-106,South Eastern NSW,Other allied health providers,Patients,1908
2018–19,PHN,PHN-106,South Eastern NSW,Other psychologists,Patients,21149
2018–19,PHN,PHN-106,South Eastern NSW,Psychiatrists,Patients,11268
2018–19,PHN,PHN-106,South Eastern NSW,All providers,"Service rate per 1,000 population",509
2018–19,PHN,PHN-106,South Eastern NSW,Clinical psychologists,"Service rate per 1,000 population",97
2018–19,PHN,PHN-106,South Eastern NSW,General practitioners,"Service rate per 1,000 population",175
2018–19,PHN,PHN-106,South Eastern NSW,Other allied health providers,"Service rate per 1,000 population",12
2018–19,PHN,PHN-106,South Eastern NSW,Other psychologists,"Service rate per 1,000 population",137
2018–19,PHN,PHN-106,South Eastern NSW,Psychiatrists,"Service rate per 1,000 population",88
2018–19,PHN,PHN-106,South Eastern NSW,All providers,Services,317260
2018–19,PHN,PHN-106,South Eastern NSW,Clinical psychologists,Services,60395
2018–19,PHN,PHN-106,South Eastern NSW,General practitioners,Services,109142
2018–19,PHN,PHN-106,South Eastern NSW,Other allied health providers,Services,7319
2018–19,PHN,PHN-106,South Eastern NSW,Other psychologists,Services,85767
2018–19,PHN,PHN-106,South Eastern NSW,Psychiatrists,Services,54636
2018–19,PHN,PHN-107,Western NSW,All providers,"Patient rate per 1,000 population",90
2018–19,PHN,PHN-107,Western NSW,Clinical psychologists,"Patient rate per 1,000 population",12
2018–19,PHN,PHN-107,Western NSW,General practitioners,"Patient rate per 1,000 population",76
2018–19,PHN,PHN-107,Western NSW,Other allied health providers,"Patient rate per 1,000 population",3
2018–19,PHN,PHN-107,Western NSW,Other psychologists,"Patient rate per 1,000 population",21
2018–19,PHN,PHN-107,Western NSW,Psychiatrists,"Patient rate per 1,000 population",13
2018–19,PHN,PHN-107,Western NSW,All providers,Patients,27821
2018–19,PHN,PHN-107,Western NSW,Clinical psychologists,Patients,3728
2018–19,PHN,PHN-107,Western NSW,General practitioners,Patients,23567
2018–19,PHN,PHN-107,Western NSW,Other allied health providers,Patients,928
2018–19,PHN,PHN-107,Western NSW,Other psychologists,Patients,6464
2018–19,PHN,PHN-107,Western NSW,Psychiatrists,Patients,4104
2018–19,PHN,PHN-107,Western NSW,All providers,"Service rate per 1,000 population",317
2018–19,PHN,PHN-107,Western NSW,Clinical psychologists,"Service rate per 1,000 population",52
2018–19,PHN,PHN-107,Western NSW,General practitioners,"Service rate per 1,000 population",121
2018–19,PHN,PHN-107,Western NSW,Other allied health providers,"Service rate per 1,000 population",12
2018–19,PHN,PHN-107,Western NSW,Other psychologists,"Service rate per 1,000 population",79
2018–19,PHN,PHN-107,Western NSW,Psychiatrists,"Service rate per 1,000 population",54
2018–19,PHN,PHN-107,Western NSW,All providers,Services,98562
2018–19,PHN,PHN-107,Western NSW,Clinical psychologists,Services,16030
2018–19,PHN,PHN-107,Western NSW,General practitioners,Services,37625
2018–19,PHN,PHN-107,Western NSW,Other allied health providers,Services,3857
2018–19,PHN,PHN-107,Western NSW,Other psychologists,Services,24417
2018–19,PHN,PHN-107,Western NSW,Psychiatrists,Services,16633
2018–19,PHN,PHN-108,Hunter New England and Central Coast,All providers,"Patient rate per 1,000 population",115
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Clinical psychologists,"Patient rate per 1,000 population",18
2018–19,PHN,PHN-108,Hunter New England and Central Coast,General practitioners,"Patient rate per 1,000 population",99
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other allied health providers,"Patient rate per 1,000 population",4
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other psychologists,"Patient rate per 1,000 population",30
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Psychiatrists,"Patient rate per 1,000 population",14
2018–19,PHN,PHN-108,Hunter New England and Central Coast,All providers,Patients,147187
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Clinical psychologists,Patients,22999
2018–19,PHN,PHN-108,Hunter New England and Central Coast,General practitioners,Patients,126230
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other allied health providers,Patients,5171
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other psychologists,Patients,38759
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Psychiatrists,Patients,17780
2018–19,PHN,PHN-108,Hunter New England and Central Coast,All providers,"Service rate per 1,000 population",439
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Clinical psychologists,"Service rate per 1,000 population",73
2018–19,PHN,PHN-108,Hunter New England and Central Coast,General practitioners,"Service rate per 1,000 population",167
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other allied health providers,"Service rate per 1,000 population",16
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other psychologists,"Service rate per 1,000 population",116
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Psychiatrists,"Service rate per 1,000 population",68
2018–19,PHN,PHN-108,Hunter New England and Central Coast,All providers,Services,560227
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Clinical psychologists,Services,93155
2018–19,PHN,PHN-108,Hunter New England and Central Coast,General practitioners,Services,212569
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other allied health providers,Services,20338
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Other psychologists,Services,147626
2018–19,PHN,PHN-108,Hunter New England and Central Coast,Psychiatrists,Services,86539
2018–19,PHN,PHN-109,North Coast,All providers,"Patient rate per 1,000 population",134
2018–19,PHN,PHN-109,North Coast,Clinical psychologists,"Patient rate per 1,000 population",27
2018–19,PHN,PHN-109,North Coast,General practitioners,"Patient rate per 1,000 population",115
2018–19,PHN,PHN-109,North Coast,Other allied health providers,"Patient rate per 1,000 population",5
2018–19,PHN,PHN-109,North Coast,Other psychologists,"Patient rate per 1,000 population",37
2018–19,PHN,PHN-109,North Coast,Psychiatrists,"Patient rate per 1,000 population",18
2018–19,PHN,PHN-109,North Coast,All providers,Patients,70676
2018–19,PHN,PHN-109,North Coast,Clinical psychologists,Patients,14155
2018–19,PHN,PHN-109,North Coast,General practitioners,Patients,60378
2018–19,PHN,PHN-109,North Coast,Other allied health providers,Patients,2749
2018–19,PHN,PHN-109,North Coast,Other psychologists,Patients,19339
2018–19,PHN,PHN-109,North Coast,Psychiatrists,Patients,9377
2018–19,PHN,PHN-109,North Coast,All providers,"Service rate per 1,000 population",579
2018–19,PHN,PHN-109,North Coast,Clinical psychologists,"Service rate per 1,000 population",114
2018–19,PHN,PHN-109,North Coast,General practitioners,"Service rate per 1,000 population",206
2018–19,PHN,PHN-109,North Coast,Other allied health providers,"Service rate per 1,000 population",20
2018–19,PHN,PHN-109,North Coast,Other psychologists,"Service rate per 1,000 population",150
2018–19,PHN,PHN-109,North Coast,Psychiatrists,"Service rate per 1,000 population",89
2018–19,PHN,PHN-109,North Coast,All providers,Services,304938
2018–19,PHN,PHN-109,North Coast,Clinical psychologists,Services,59990
2018–19,PHN,PHN-109,North Coast,General practitioners,Services,108257
2018–19,PHN,PHN-109,North Coast,Other allied health providers,Services,10579
2018–19,PHN,PHN-109,North Coast,Other psychologists,Services,79240
2018–19,PHN,PHN-109,North Coast,Psychiatrists,Services,46871
2018–19,PHN,PHN-110,Murrumbidgee,All providers,"Patient rate per 1,000 population",89
2018–19,PHN,PHN-110,Murrumbidgee,Clinical psychologists,"Patient rate per 1,000 population",5
2018–19,PHN,PHN-110,Murrumbidgee,General practitioners,"Patient rate per 1,000 population",77
2018–19,PHN,PHN-110,Murrumbidgee,Other allied health providers,"Patient rate per 1,000 population",10
2018–19,PHN,PHN-110,Murrumbidgee,Other psychologists,"Patient rate per 1,000 population",17
2018–19,PHN,PHN-110,Murrumbidgee,Psychiatrists,"Patient rate per 1,000 population",12
2018–19,PHN,PHN-110,Murrumbidgee,All providers,Patients,21756
2018–19,PHN,PHN-110,Murrumbidgee,Clinical psychologists,Patients,1313
2018–19,PHN,PHN-110,Murrumbidgee,General practitioners,Patients,18860
2018–19,PHN,PHN-110,Murrumbidgee,Other allied health providers,Patients,2407
2018–19,PHN,PHN-110,Murrumbidgee,Other psychologists,Patients,4210
2018–19,PHN,PHN-110,Murrumbidgee,Psychiatrists,Patients,2889
2018–19,PHN,PHN-110,Murrumbidgee,All providers,"Service rate per 1,000 population",306
2018–19,PHN,PHN-110,Murrumbidgee,Clinical psychologists,"Service rate per 1,000 population",22
2018–19,PHN,PHN-110,Murrumbidgee,General practitioners,"Service rate per 1,000 population",131
2018–19,PHN,PHN-110,Murrumbidgee,Other allied health providers,"Service rate per 1,000 population",41
2018–19,PHN,PHN-110,Murrumbidgee,Other psychologists,"Service rate per 1,000 population",62
2018–19,PHN,PHN-110,Murrumbidgee,Psychiatrists,"Service rate per 1,000 population",51
2018–19,PHN,PHN-110,Murrumbidgee,All providers,Services,75153
2018–19,PHN,PHN-110,Murrumbidgee,Clinical psychologists,Services,5496
2018–19,PHN,PHN-110,Murrumbidgee,General practitioners,Services,32101
2018–19,PHN,PHN-110,Murrumbidgee,Other allied health providers,Services,9937
2018–19,PHN,PHN-110,Murrumbidgee,Other psychologists,Services,15207
2018–19,PHN,PHN-110,Murrumbidgee,Psychiatrists,Services,12411
2018–19,PHN,PHN-201,North Western Melbourne,All providers,"Patient rate per 1,000 population",114
2018–19,PHN,PHN-201,North Western Melbourne,Clinical psychologists,"Patient rate per 1,000 population",23
2018–19,PHN,PHN-201,North Western Melbourne,General practitioners,"Patient rate per 1,000 population",96
2018–19,PHN,PHN-201,North Western Melbourne,Other allied health providers,"Patient rate per 1,000 population",5
2018–19,PHN,PHN-201,North Western Melbourne,Other psychologists,"Patient rate per 1,000 population",34
2018–19,PHN,PHN-201,North Western Melbourne,Psychiatrists,"Patient rate per 1,000 population",16
2018–19,PHN,PHN-201,North Western Melbourne,All providers,Patients,206468
2018–19,PHN,PHN-201,North Western Melbourne,Clinical psychologists,Patients,41524
2018–19,PHN,PHN-201,North Western Melbourne,General practitioners,Patients,172500
2018–19,PHN,PHN-201,North Western Melbourne,Other allied health providers,Patients,8963
2018–19,PHN,PHN-201,North Western Melbourne,Other psychologists,Patients,61834
2018–19,PHN,PHN-201,North Western Melbourne,Psychiatrists,Patients,29752
2018–19,PHN,PHN-201,North Western Melbourne,All providers,"Service rate per 1,000 population",557
2018–19,PHN,PHN-201,North Western Melbourne,Clinical psychologists,"Service rate per 1,000 population",110
2018–19,PHN,PHN-201,North Western Melbourne,General practitioners,"Service rate per 1,000 population",169
2018–19,PHN,PHN-201,North Western Melbourne,Other allied health providers,"Service rate per 1,000 population",22
2018–19,PHN,PHN-201,North Western Melbourne,Other psychologists,"Service rate per 1,000 population",150
2018–19,PHN,PHN-201,North Western Melbourne,Psychiatrists,"Service rate per 1,000 population",107
2018–19,PHN,PHN-201,North Western Melbourne,All providers,Services,1005411
2018–19,PHN,PHN-201,North Western Melbourne,Clinical psychologists,Services,198193
2018–19,PHN,PHN-201,North Western Melbourne,General practitioners,Services,303978
2018–19,PHN,PHN-201,North Western Melbourne,Other allied health providers,Services,40476
2018–19,PHN,PHN-201,North Western Melbourne,Other psychologists,Services,269857
2018–19,PHN,PHN-201,North Western Melbourne,Psychiatrists,Services,192908
2018–19,PHN,PHN-202,Eastern Melbourne,All providers,"Patient rate per 1,000 population",112
2018–19,PHN,PHN-202,Eastern Melbourne,Clinical psychologists,"Patient rate per 1,000 population",24
2018–19,PHN,PHN-202,Eastern Melbourne,General practitioners,"Patient rate per 1,000 population",92
2018–19,PHN,PHN-202,Eastern Melbourne,Other allied health providers,"Patient rate per 1,000 population",5
2018–19,PHN,PHN-202,Eastern Melbourne,Other psychologists,"Patient rate per 1,000 population",34
2018–19,PHN,PHN-202,Eastern Melbourne,Psychiatrists,"Patient rate per 1,000 population",18
2018–19,PHN,PHN-202,Eastern Melbourne,All providers,Patients,173091
2018–19,PHN,PHN-202,Eastern Melbourne,Clinical psychologists,Patients,37027
2018–19,PHN,PHN-202,Eastern Melbourne,General practitioners,Patients,141602
2018–19,PHN,PHN-202,Eastern Melbourne,Other allied health providers,Patients,7206
2018–19,PHN,PHN-202,Eastern Melbourne,Other psychologists,Patients,52971
2018–19,PHN,PHN-202,Eastern Melbourne,Psychiatrists,Patients,27218
2018–19,PHN,PHN-202,Eastern Melbourne,All providers,"Service rate per 1,000 population",574
2018–19,PHN,PHN-202,Eastern Melbourne,Clinical psychologists,"Service rate per 1,000 population",111
2018–19,PHN,PHN-202,Eastern Melbourne,General practitioners,"Service rate per 1,000 population",160
2018–19,PHN,PHN-202,Eastern Melbourne,Other allied health providers,"Service rate per 1,000 population",20
2018–19,PHN,PHN-202,Eastern Melbourne,Other psychologists,"Service rate per 1,000 population",153
2018–19,PHN,PHN-202,Eastern Melbourne,Psychiatrists,"Service rate per 1,000 population",131
2018–19,PHN,PHN-202,Eastern Melbourne,All providers,Services,886611
2018–19,PHN,PHN-202,Eastern Melbourne,Clinical psychologists,Services,171050
2018–19,PHN,PHN-202,Eastern Melbourne,General practitioners,Services,246482
2018–19,PHN,PHN-202,Eastern Melbourne,Other allied health providers,Services,31128
2018–19,PHN,PHN-202,Eastern Melbourne,Other psychologists,Services,235757
2018–19,PHN,PHN-202,Eastern Melbourne,Psychiatrists,Services,202194
2018–19,PHN,PHN-203,South Eastern Melbourne,All providers,"Patient rate per 1,000 population",120
2018–19,PHN,PHN-203,South Eastern Melbourne,Clinical psychologists,"Patient rate per 1,000 population",24
2018–19,PHN,PHN-203,South Eastern Melbourne,General practitioners,"Patient rate per 1,000 population",99
2018–19,PHN,PHN-203,South Eastern Melbourne,Other allied health providers,"Patient rate per 1,000 population",5
2018–19,PHN,PHN-203,South Eastern Melbourne,Other psychologists,"Patient rate per 1,000 population",37
2018–19,PHN,PHN-203,South Eastern Melbourne,Psychiatrists,"Patient rate per 1,000 population",18
2018–19,PHN,PHN-203,South Eastern Melbourne,All providers,Patients,188200
2018–19,PHN,PHN-203,South Eastern Melbourne,Clinical psychologists,Patients,38386
2018–19,PHN,PHN-203,South Eastern Melbourne,General practitioners,Patients,154575
2018–19,PHN,PHN-203,South Eastern Melbourne,Other allied health providers,Patients,8188
2018–19,PHN,PHN-203,South Eastern Melbourne,Other psychologists,Patients,58658
2018–19,PHN,PHN-203,South Eastern Melbourne,Psychiatrists,Patients,28612
2018–19,PHN,PHN-203,South Eastern Melbourne,All providers,"Service rate per 1,000 population",598
2018–19,PHN,PHN-203,South Eastern Melbourne,Clinical psychologists,"Service rate per 1,000 population",112
2018–19,PHN,PHN-203,South Eastern Melbourne,General practitioners,"Service rate per 1,000 population",174
2018–19,PHN,PHN-203,South Eastern Melbourne,Other allied health providers,"Service rate per 1,000 population",22
2018–19,PHN,PHN-203,South Eastern Melbourne,Other psychologists,"Service rate per 1,000 population",163
2018–19,PHN,PHN-203,South Eastern Melbourne,Psychiatrists,"Service rate per 1,000 population",128
2018–19,PHN,PHN-203,South Eastern Melbourne,All providers,Services,937717
2018–19,PHN,PHN-203,South Eastern Melbourne,Clinical psychologists,Services,175887
2018–19,PHN,PHN-203,South Eastern Melbourne,General practitioners,Services,272237
2018–19,PHN,PHN-203,South Eastern Melbourne,Other allied health providers,Services,34176
2018–19,PHN,PHN-203,South Eastern Melbourne,Other psychologists,Services,255060
2018–19,PHN,PHN-203,South Eastern Melbourne,Psychiatrists,Services,200357
2018–19,PHN,PHN-204,Gippsland,All providers,"Patient rate per 1,000 population",110
2018–19,PHN,PHN-204,Gippsland,Clinical psychologists,"Patient rate per 1,000 population",16
2018–19,PHN,PHN-204,Gippsland,General practitioners,"Patient rate per 1,000 population",92
2018–19,PHN,PHN-204,Gippsland,Other allied health providers,"Patient rate per 1,000 population",9
2018–19,PHN,PHN-204,Gippsland,Other psychologists,"Patient rate per 1,000 population",29
2018–19,PHN,PHN-204,Gippsland,Psychiatrists,"Patient rate per 1,000 population",14
2018–19,PHN,PHN-204,Gippsland,All providers,Patients,31299
2018–19,PHN,PHN-204,Gippsland,Clinical psychologists,Patients,4630
2018–19,PHN,PHN-204,Gippsland,General practitioners,Patients,26156
2018–19,PHN,PHN-204,Gippsland,Other allied health providers,Patients,2692
2018–19,PHN,PHN-204,Gippsland,Other psychologists,Patients,8270
2018–19,PHN,PHN-204,Gippsland,Psychiatrists,Patients,4036
2018–19,PHN,PHN-204,Gippsland,All providers,"Service rate per 1,000 population",437
2018–19,PHN,PHN-204,Gippsland,Clinical psychologists,"Service rate per 1,000 population",65
2018–19,PHN,PHN-204,Gippsland,General practitioners,"Service rate per 1,000 population",149
2018–19,PHN,PHN-204,Gippsland,Other allied health providers,"Service rate per 1,000 population",41
2018–19,PHN,PHN-204,Gippsland,Other psychologists,"Service rate per 1,000 population",114
2018–19,PHN,PHN-204,Gippsland,Psychiatrists,"Service rate per 1,000 population",68
2018–19,PHN,PHN-204,Gippsland,All providers,Services,124615
2018–19,PHN,PHN-204,Gippsland,Clinical psychologists,Services,18596
2018–19,PHN,PHN-204,Gippsland,General practitioners,Services,42566
2018–19,PHN,PHN-204,Gippsland,Other allied health providers,Services,11807
2018–19,PHN,PHN-204,Gippsland,Other psychologists,Services,32377
2018–19,PHN,PHN-204,Gippsland,Psychiatrists,Services,19270
2018–19,PHN,PHN-205,Murray,All providers,"Patient rate per 1,000 population",103
2018–19,PHN,PHN-205,Murray,Clinical psychologists,"Patient rate per 1,000 population",13
2018–19,PHN,PHN-205,Murray,General practitioners,"Patient rate per 1,000 population",87
2018–19,PHN,PHN-205,Murray,Other allied health providers,"Patient rate per 1,000 population",11
2018–19,PHN,PHN-205,Murray,Other psychologists,"Patient rate per 1,000 population",25
2018–19,PHN,PHN-205,Murray,Psychiatrists,"Patient rate per 1,000 population",14
2018–19,PHN,PHN-205,Murray,All providers,Patients,64071
2018–19,PHN,PHN-205,Murray,Clinical psychologists,Patients,7764
2018–19,PHN,PHN-205,Murray,General practitioners,Patients,53767
2018–19,PHN,PHN-205,Murray,Other allied health providers,Patients,6551
2018–19,PHN,PHN-205,Murray,Other psychologists,Patients,15740
2018–19,PHN,PHN-205,Murray,Psychiatrists,Patients,8455
2018–19,PHN,PHN-205,Murray,All providers,"Service rate per 1,000 population",398
2018–19,PHN,PHN-205,Murray,Clinical psychologists,"Service rate per 1,000 population",56
2018–19,PHN,PHN-205,Murray,General practitioners,"Service rate per 1,000 population",141
2018–19,PHN,PHN-205,Murray,Other allied health providers,"Service rate per 1,000 population",43
2018–19,PHN,PHN-205,Murray,Other psychologists,"Service rate per 1,000 population",99
2018–19,PHN,PHN-205,Murray,Psychiatrists,"Service rate per 1,000 population",59
2018–19,PHN,PHN-205,Murray,All providers,Services,247067
2018–19,PHN,PHN-205,Murray,Clinical psychologists,Services,35042
2018–19,PHN,PHN-205,Murray,General practitioners,Services,87246
2018–19,PHN,PHN-205,Murray,Other allied health providers,Services,26467
2018–19,PHN,PHN-205,Murray,Other psychologists,Services,61616
2018–19,PHN,PHN-205,Murray,Psychiatrists,Services,36697
2018–19,PHN,PHN-206,Western Victoria,All providers,"Patient rate per 1,000 population",114
2018–19,PHN,PHN-206,Western Victoria,Clinical psychologists,"Patient rate per 1,000 population",21
2018–19,PHN,PHN-206,Western Victoria,General practitioners,"Patient rate per 1,000 population",94
2018–19,PHN,PHN-206,Western Victoria,Other allied health providers,"Patient rate per 1,000 population",7
2018–19,PHN,PHN-206,Western Victoria,Other psychologists,"Patient rate per 1,000 population",31
2018–19,PHN,PHN-206,Western Victoria,Psychiatrists,"Patient rate per 1,000 population",16
2018–19,PHN,PHN-206,Western Victoria,All providers,Patients,74779
2018–19,PHN,PHN-206,Western Victoria,Clinical psychologists,Patients,13922
2018–19,PHN,PHN-206,Western Victoria,General practitioners,Patients,61678
2018–19,PHN,PHN-206,Western Victoria,Other allied health providers,Patients,4467
2018–19,PHN,PHN-206,Western Victoria,Other psychologists,Patients,20003
2018–19,PHN,PHN-206,Western Victoria,Psychiatrists,Patients,10753
2018–19,PHN,PHN-206,Western Victoria,All providers,"Service rate per 1,000 population",485
2018–19,PHN,PHN-206,Western Victoria,Clinical psychologists,"Service rate per 1,000 population",97
2018–19,PHN,PHN-206,Western Victoria,General practitioners,"Service rate per 1,000 population",155
2018–19,PHN,PHN-206,Western Victoria,Other allied health providers,"Service rate per 1,000 population",27
2018–19,PHN,PHN-206,Western Victoria,Other psychologists,"Service rate per 1,000 population",126
2018–19,PHN,PHN-206,Western Victoria,Psychiatrists,"Service rate per 1,000 population",79
2018–19,PHN,PHN-206,Western Victoria,All providers,Services,317596
2018–19,PHN,PHN-206,Western Victoria,Clinical psychologists,Services,63539
2018–19,PHN,PHN-206,Western Victoria,General practitioners,Services,101714
2018–19,PHN,PHN-206,Western Victoria,Other allied health providers,Services,17849
2018–19,PHN,PHN-206,Western Victoria,Other psychologists,Services,82471
2018–19,PHN,PHN-206,Western Victoria,Psychiatrists,Services,52023
2018–19,PHN,PHN-301,Brisbane North,All providers,"Patient rate per 1,000 population",117
2018–19,PHN,PHN-301,Brisbane North,Clinical psychologists,"Patient rate per 1,000 population",22
2018–19,PHN,PHN-301,Brisbane North,General practitioners,"Patient rate per 1,000 population",94
